Item,Fecha,Producto,Ubicación,Stock
675,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO LUJO MALVA,G-3-3,3
676,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROSA ESENCIAL,G-3-3,5
677,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO ROJO EUFORIA,G-3-3,5
678,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO JUNTO A TI ,G-3-3,1
679,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO LADY PINK,G-3-3,4
680,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO ALMA GUINDA,G-4-3,5
681,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  CORAL HINDU,G-4-3,5
682,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  PIEL DE  DURAZNO,G-4-3,5
683,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROJO DEL OESTE,G-4-3,6
684,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  CLASSIC FEM,G-4-3,4
685,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  AMOR SECRETO,G-4-3,5
686,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ATARDECER  CARIBE,G-4-3,1
687,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROSA LIP FR,G-3-3,2
688,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  CORAL ART,G-5-3,2
689,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROJO PALLETE,G-5-3,1
690,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  VIVID FUCSIA,G-5-3,2
691,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  AQUARELLA ROSE,G-5-3,2
692,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO MARSALA,G-4-3,30
693,2018-02-01,HYDRA-LIP LARGA DURACION ROSA DE MIS SUEÑOS  A/P,G-5-3,9
694,2018-02-01,HYDRA-LIP LARGA DURACION BESO VOLADO,G-5-3,2
695,2018-02-01,HYDRA-LIP LARGA DURACION FUCSIA ENCENDIDO,G-5-3,6
696,2018-02-01,HYDRA-LIP LARGA DURACION CANELA INTENSO,G-5-3,9
697,2018-02-01,HYDRA-LIP LARGA DURACION FIESTA PURPURA,G-5-3,2
698,2018-02-01,HYDRA-LIP LARGA DURACION ROJO APASIONADO ,G-6-3,2
699,2018-02-01,HYDRA LIP LARGA DURACION ROSA FESTIVA,G-6-3,1
700,2018-02-01,HYDRA-LIP LARGA DURACION ROJO DESTELLO,G-6-3,2
701,2018-02-01,HYDRA-LIP LARGA DURACION SUN BRONZ,G-6-3,2
702,2018-02-01,DELIENADOR  PUNTA PINCEL AZUL DE MADRUGADA,F-4-2,1
703,2018-02-01,DELINEADOR LIQUIDO PUNTA PLUMON MIRAME A LOS OJOSD,F-4-2,2
704,2018-02-01,Delineador Liquido Punta Plumon Mirame a los Ojos,F-4-2,2
705,2018-02-01,DELINEADOR PUNTA PINCEL AZUL METALICO,F-4-2,9
706,2018-02-01,DELINEADOR PUNTA PINCEL MORADO,F-4-2,2
707,2018-02-01,DELINEADOR PUNTA PINCEL PLATA VIBRANTE,F-4-2,3
708,2018-02-01,DELINEADOR PUNTA PINCEL DORADO,F-4-2,1
709,2018-02-01,DELINEADOR PUNTA PINCEL GUINDA METALICO,F-4-2,3
710,2018-02-01,ULTRA DEFINITION DELINEADOR LIQUIDO OJOS GRIS URBANO,F-4-2,4
711,2018-02-01,Cover Age Corrector Liquido Mediano 1,F-1-2,1
712,2018-02-01,Cover Age Corrector Liquido Mediano 2,F-1-2,15
713,2018-02-01,Prolong Color Set de Esmaltes Manicure Degrade,G-1-4,6
714,2018-02-01,CURVA LASH RIMEL CURVAS EXTREMAS,F-6-2,2
715,2018-02-01,Ultra Definition Delineador en Lapiz Ojos Marrón Cobrizo,F-3-2,8
716,2018-02-01,Ultra Definition Delineador en Lapiz Ojos Verde Jade,F-3-2,10
717,2018-02-01,Ultra Definition Delineador en Lapiz Interior Ojos Marrón,F-3-2,6
718,2018-02-01,Ultra Definition Deliniador Retractil  Ojos Negro Humo,F-3-2,4
719,2018-02-01,Ultra Definition Delineador en Lapiz  Interior Ojos Negro,F-3-2,28
720,2018-02-01,Ultra Definition Delineador Retractil Ojos Verde Militar,F-3-2,11
721,2018-02-01,Ultra Definition Delineador Retractil Ojos Violeta ,F-3-2,4
722,2018-02-01,ULTRA DEFINITON PLUMON OJOS MARRON,F-4-2,5
723,2018-02-01,ULTRA DEFINITION DELINEADOR LIQUIDO OJOS AZUL METAL,F-4-2,2
724,2018-02-01,Ultra Definition Delineador Lapiz Ojos Negro Absoluto,F-3-2,1
725,2018-02-01,ULTRA DEFINITION DELINEADOR LAPIZ MARRON,F-3-2,51
726,2018-02-01,C/S COLOR EFFECT TOULOUSSE A/P,F-3-1,5
727,2018-02-01,C/S COLOR EFFECT TOULOUSSE ,F-3-1,1
728,2018-02-01,C/S COLOR EFFECT GOLD LIGHTS,F-3-1,8
729,2018-02-01,C/S COLOR EFFECT MIAMI POP ,F-3-1,6
730,2018-02-01,C/S COLOR EFFECT OCEANICA ULTRA,F-3-1,4
731,2018-02-01,Color Prisma Cuarteto de Sombras Neo Chic,F-3-1,4
732,2018-02-01,C/S COLOR EFFECT OASIS,F-3-1,1
733,2018-02-01,C/S COLOR EFFECT URBANA A/P,F-3-1,1
734,2018-02-01,C/S COLOR EFFECT BOHEME,F-3-1,1
735,2018-02-01,C/S COLOR EFFECT MIAMI BEACH,F-3-1,2
736,2018-02-01,C/S COLOR RETRO CHIC,F-3-1,2
737,2018-02-01,DELINEADOR PUNTA PINCEL MARRON,F-4-2,1
738,2018-02-01,Natural Effect Polvos Compactos Oscuro 1,F-2-2,1
739,2018-02-01,C/S COLOR EFFECT ESSENCIA,F-3-1,2
740,2018-02-01,ULTRA DEFINITION DELINEADOR LABIOS TOFFEE IMPERIAL,F-5-1,42
741,2018-02-01,ULTRA DEFINITION DELINEADOR LABIOS VINO,F-5-1,12
742,2018-02-01,ULTRA DEFINITION DELINEADOR LABIOS ROJO ENCENDIDO,F-5-1,1
743,2018-02-01,ULTRA DEFINITION DELINEADOR LABIOS GUINDA,F-5-1,3
744,2018-02-01,uLTRA DEFINITION DELINEADOR CEJAS MARRON CLARO,F-4-1,5
745,2018-02-01,RUBOR COLOR EFFECT LA VIDA EN COLOR DE ROSA,F-2-1,1
746,2018-02-01,Clic Base de Maquillaje Bronce,G-3-1,1
747,2018-02-01,Clic Corrector Retractil para Barritos ,G-3-1,20
748,2018-02-01,CLIC POLVOS COMPACTO NATURAL,G-3-1,1
749,2018-02-01,CLIC PLOVOS COMPACTO BRONCE,G-3-1,5
750,2018-02-01,Clic Labial Vive Ahora,G-1-1,10
751,2018-02-01,CLIC GLOSSY BRILLO LABIAL NATURAL,G-1-1,7
752,2018-02-01,CLIC GLOSSY BRILLO LABIAL BESOS QUE MATAN,G-1-1,1
753,2018-02-01,CLIC GLOSSY BRILLO LABIAL CORAZON DE MELON,G-1-1,2
754,2018-02-01,CLIC GLOSSY BRILLOS LABIAL CARAMELO,G-1-1,2
755,2018-02-01,CLIC DELINADOR LIQUIDO DE OJOS BELLA Y FAMOSA,G-1-1,3
756,2018-02-01,CLIC DELINEADOR LIQUIDO DE OJOS FIEBRE DE ORO,G-1-1,3
757,2018-02-01,CLIC DELINEADOR LIQUIDO DE OJOS BRILLOS Y LENTEJULAS,G-1-1,3
758,2018-02-01,CLIC DELINEADOR LIQUIDO DE OJOS NOCHE DE ESTRENO,G-1-1,2
759,2018-02-01,Clic Delineador Liquido Escarchado Verde Envidia,G-1-1,1
760,2018-02-01,CLIC SOMBRAS COMPACTAS NOCHE TRAVIESA,G-3-1,5
761,2018-02-01,CLIC SOMBRAS COMPACTAS HECHIZO DE LUNA,G-3-1,2
762,2018-02-01,CLIC SOMBRAS COMPACTAS PERDIDA EN LA SELVA,G-3-1,1
763,2018-02-01,CLIC SOMBRAS COMPACTAS ALGODON DE AZUCAR,G-3-1,1
764,2018-02-01,CLIC LAPIZ DELINADOR PARA OJOS NAUFRAGA DE AMOR,G-1-1,4
765,2018-02-01,Clic Lapiz Delineador Mar Adentro,G-1-1,3
766,2018-02-01,CLIC LAPIZ DELINEADOR PARA OJOS MAR ADENTRO,G-1-1,1
767,2018-02-01,Clic Rimel Negro,G-3-1,1
768,2018-02-01,Clic Rimel Morado,G-3-1,1
769,2018-02-01,CLIC BRILLO LABIAL MORDISCO,G-1-1,2
770,2018-02-01,Clic Labial Sellado con un Beso,G-2-1,1
771,2018-02-01,Clic Delineador en Lapiz para Ojos Azul Electrico,G-1-1,3
772,2018-02-01,Clic Delineador en Lapiz para Ojos Luna Plateado,G-1-1,4
773,2018-02-01,CLIC LAPIZ DELINEADOR PARA OJOS MORADO PROFUNDO ,G-1-1,2
774,2018-02-01,CLIC LAPIZ DELINEADOR PARA OJOS NEGRO MALICIA,G-1-1,81
775,2018-02-01,CLIC LAPIZ DELINEADOR PARA OJOS SEXY BRONZ,G-1-1,67
776,2018-02-01,Clic Esmalte Green Paradise,G-2-1,2
777,2018-02-01,Clic Esmalte Kilimanjaro,G-2-1,1
778,2018-02-01,Clic Esmalte Party Mood,G-2-1,1
779,2018-02-01,Clic Esmalte Mandarin,G-2-1,1
780,2018-02-01,Clic Esmalte Hot Pink,G-2-1,1
781,2018-02-01,Clic Esmalte Silver Way!,G-2-1,1
782,2018-02-01,Clic Esmalte Mango Frozen,G-2-1,1
783,2018-02-01,Clic Esmalte Tinky Winky,G-2-1,1
784,2018-02-01,Clic Esmalte Ratatui,G-2-1,5
785,2018-02-01,Clic Esmalte Metal Glam,G-2-1,2
786,2018-02-01,Clic Esmalte Black Attack,G-2-1,2
787,2018-02-01,Clic Esmalte Aqua Shock,G-2-1,1
788,2018-02-01,CLIC ESMALTE BLACK GLOW,G-2-1,2
789,2018-02-01,CLIC ESMALTE BLU BLU,G-2-1,3
790,2018-02-01,CLIC ESMALTE BLUE PUNCH,G-2-1,3
791,2018-02-01,Clic Esmalte Cotton Candy,G-2-1,1
792,2018-02-01,CLIC ESMALTE COOL YELLOW,G-2-1,2
793,2018-02-01,CLIC ESMALTE CRUELA,G-2-1,3
794,2018-02-01,CLIC ESMALTE ECO FAN,G-2-1,1
795,2018-02-01,Clic Esmalte Galactic Green,G-2-1,1
796,2018-02-01,BODY SPA UÑA DE GATO EXFOLIANTE EN GEL PARA MANOS Y CUERPO A/P,G-2-1,5
797,2018-02-01,CLIC SEXTETO DE SOMBRAS COMPACTAS COOL Y CRAZY,G-1-1,1
798,2018-02-01,CLIC SEXTETO DE SOMBRAS COMPACTAS FUNNY Y TRENDY,G-1-1,1
799,2018-02-01,CLIC GEL DESMAQUILLADOR OJOS, LABIOS Y ROSTRO,G-1-1,2
800,2018-02-01,Clic Brillo Color Mix Corazon de Melon,G-1-1,1
801,2018-02-01,Clic Brillo Color Mix Toque de Sol,G-1-1,15
802,2018-02-01,Clic Brillo Color Mix En la Luna,G-1-1,24
803,2018-02-01,Clic Labial Liquido Escarchado Admirador Secreto,G-1-1,3
804,2018-02-01,Clic Labial Liquido Escarchado Amor de Telenovela,G-1-1,5
805,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO DETRAS DE CAMARAS,G-1-1,3
806,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO LUCES, CAMARAS Y ACCION,G-1-1,4
807,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO NARANJA SEXY,G-1-1,6
808,2018-02-01,CLIC BRILLO ATRACCION CANELA,G-1-1,2
809,2018-02-01,Clic Brillo Labial Natural y Delineador Verde,G-1-1,2
810,2018-02-01,Clic Brillo Labial Natural y Delineador Negro,G-1-1,1
811,2018-02-01,Clic Brillo Natural y Delineador Marron ,G-1-1,1
812,2018-02-01,Clic Brillo Natural y Delineador Azul,G-1-1,1
813,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO ULTIMA FUNCION,G-1-1,1
814,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO COMEDIA ROMANTICA,G-1-1,1
815,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO BESOS DE PELICULA,G-1-1,1
816,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO PAPARAZZI,G-1-1,1
817,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO FUCSIA DE ESTREÑO,G-1-1,1
818,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO SUPER ESTRELLA,G-1-1,1
819,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO AMPAY VIOLETA,G-1-1,1
820,2018-02-01,CLIC BRILLOS MANZANA ACARAMELADA,G-1-1,1
821,2018-02-01,CLIC BRILLO LABIAL ALGODON DE AZUCAR,G-1-1,1
822,2018-02-01,CLIC BRILLO TRASL VODKA LIMON,G-1-1,1
823,2018-02-01,CLIC BRILLO LABIAL TOFFEE TENTACION ,G-1-1,1
824,2018-02-01,CLIC L/L AMIGAS INTIMAS,G-2-1,12
825,2018-02-01,CLIC L/L CONFIDENCIAS,G-2-1,3
826,2018-02-01,CLIC L/L DULCE VANIDAD,G-2-1,4
827,2018-02-01,CLIC L/L MONTAÑA RUSA,G-2-1,2
828,2018-02-01,CLIC L/L REBELDE SIN CAUSA,G-2-1,5
829,2018-02-01,CLIC L/L ROJO EXPLOSION,G-2-1,24
830,2018-02-01,CLIC LABIAL LIQUIDO ESCARCHADO TALENTO NATURAL,G-1-1,1
831,2018-02-01,CLIC RUBOR COMPACTO DIAS FELICES,G-3-1,4
832,2018-02-01,CLIC RUBOR COMPACTO CANELA SEXY,G-3-1,2
833,2018-02-01,CLIC DELINEADOR REFLEJO DE LUNA,G-3-1,1
834,2018-02-01,CLIC SOMBRAS COMPACTAS VERDE SHOCK,G-3-1,1
835,2018-02-01,CLIC SOMBRAS COMPACTAS TROPICAL COLORS,G-3-1,2
836,2018-02-01,CLIC SOMBRAS COMPACTAS PRESIENTO TU AMOR,G-3-1,1
837,2018-02-01,CLIC SOMBRAS COMPACTAS TU ME GUSTA,G-3-1,2
838,2018-02-01,COLOR PRISMA DUO SOMBRAS CARNAVAL DE RIO,G-5-1,1
839,2018-02-01,COLOR PRISMA DUO SOMBRAS VIVA MARRAKECH,G-5-1,1
840,2018-02-01,COLOR PRISMA DUO DE SOMBRAS MADE IN TOKIO,G-5-1,4
841,2018-02-01,COLOR PRISMA DUO DE SOMBRA NY NY ,G-5-1,2
842,2018-02-01,COLOR PRIMAS DUO DE SOMBRAS ROMANCE EN PARIS,G-5-1,2
843,2018-02-01,COLOR PRISMA DUO SOMBRAS TIERRA DE ORO,G-5-1,1
844,2018-02-01,Fresh Mousse Sobras Crema Dark Mousse,F-1-2,2
845,2018-02-01,ULTRA DEFINITION DEL LABIOS ALMENDRA,F-5-1,1
846,2018-02-01,Traveler Dispersador de Perfume Recargable para Mujer,G-5-1,1
847,2018-02-01,Professional Maricure Esmalte para Manicure Francesa ,G-1-4,1
848,2018-02-01,Sensual Bronz Polvos Bronceadores Sexy Miel ,G-5-1,4
849,2018-02-01,Alto Contraste Lima de Uñas,G-5-1,1
850,2018-02-01,Rodillo Masajeador Top Modeling,G-5-1,1
851,2018-02-01,Porta Cuartetos de Sombras,G-5-1,8
852,2018-02-01,DESODORANTE ACERK.TE FUEGO,F-1-1,1
853,2018-02-01,Soy Fashion Fresh Colonia,B-6-1,3
854,2018-02-01,RELOJ ANIVERSARIO MUJER,I-3-1,10
855,2018-02-01,RELOJ PLATEADO HOMBRE,I-6-1,6
856,2018-02-01,RELOJ DORADO MUJER,I-2-1,9
857,2018-02-01,RELOJ SILVER ALT,I-2-1,2
858,2018-02-01,RELOJ GOLD ALT,I-2-1,1
859,2018-02-01,VIVO TERRA COLOGNE fOR MEN,C-2-2,5
860,2018-02-01,VIVO HERVE COLOGNE fOR MEN,C-2-2,5
861,2018-02-01,SENTIVA DESMAQUILLADOR PARA OJOS Y FORTALECEDOR DE PESTAÑAS,H-2-2,5
862,2018-02-01,C/S COLOR EFFECT ARTY FEMME,F-3-1,4
863,2018-02-01,RUBOR COLOR EFFECT ILUMINART,F-2-1,4
864,2018-02-01,POLVOS COMPACTOS ANTI EDAD ELIXIR DE VIDA MEDIANO 1,F-2-2,5
865,2018-02-01,Ultra Definition Delineador en lapiz para Ojos Graffino,F-3-2,3
866,2018-02-01,Ccori Cristal Set Hydra-lip y Esmalte,G-4-1,2
867,2018-02-01,Gaia Set Hydra Lip y Esmalte,G-4-1,2
868,2018-02-01,Ccori Set Hydra Lip y Esmalte,G-4-1,1
869,2018-02-01,Osadia Set Hydra Lip y Esmalte,G-4-1,1
870,2018-02-01,Set de Belleza Zenya Rostro Manos y Pies,G-4-1,1
871,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO ARTY PINK,G-3-2,1
872,2018-02-01,ESMALTE PERFECT TEN AMANTES DE MEDIA NOCHE,G-6-4,1
873,2018-02-01,SPRIO SPRAY COLOGNE,B-2-1,1
874,2018-02-01,Expect for men ,C-1-2,5
875,2018-02-01,SOLO COLOGNE FOR MEN A/P,C-4-1,1
876,2018-02-01,EXTRA XOOL EAU DE TOILETTE,C-4-2,1
877,2018-02-01,LESENCE BOUQUET ORIENTAL COLOGNE A/P,E-1-2,1
878,2018-02-01,B/C PERFECT COVER COMPACT MEDIANO 2,F-6-1,1
879,2018-02-01,BALSAMO BELLEZA BB CREAM,H-5-2,1
880,2018-02-01,BIO MILK CREMA HIDRATANTE ORIGINAL,D-2-2,2
881,2018-02-01,BODY SPA UÑA DE GATO CREMA REPARADORA PARA MANOS A/P,D-4-2,4
882,2018-02-01,CCORI PASION LE PARFUM,B-2-1,1
883,2018-02-01,EAU DE SEDA DIAMANTES EAU DE PARFUM,B-4-1,1
884,2018-02-01,EAU DE SEDA EAU DE PARFUM ORIGINAL,B-3-2,1
885,2018-02-01,EFFECTIVE BRISA FLORAL DESODORANTE,D-5-2,4
886,2018-02-01,GAIA EAU DE PARFUM,B-3-2,1
887,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO AMBRE,G-4-2,5
888,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  CHOCOLAT MOUSSE,G-4-3,2
889,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO FUCSIA PELIGROSA,G-2-3,4
890,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO ROJO PASION,G-3-3,6
891,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO ROJO ZEN,G-3-3,1
892,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO MARSALA,G-4-3,3
893,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROSA  SOFT,G-2-3,3
894,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  COLOR TENTACION,G-4-3,7
895,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  TERCIOPELO  NEGRO,G-4-3,2
896,2018-02-01,LIBERATTA PARFUM,B-3-1,1
897,2018-02-01,OHM DESODORANTE A/P,C-3-1,3
898,2018-02-01,OSADIA EAU DE PARFUM,B-2-2,1
899,2018-02-01,RUBOR COLOR EFFECT TERRA,F-2-1,1
900,2018-02-01,BB CREAM MATT CREMA HIDRATANTE,H-5-2,1
901,2018-02-01,TEMPTATION COLOGNE FOR MEN A/P,C-2-1,1
902,2018-02-01,TEMPTATION EAU DE PARFUM A/P,B-4-2,1
903,2018-02-01,TOTAL BLOCK KIDS SPF 70 A/P,E-4-4,1
904,2018-02-01,TOTAL BLOCK SPF 100,E-4-2,4
905,2018-02-01,ULTRA DEF DEL LAB VINO,F-5-1,5
906,2018-02-01,ULTRA DEF DEL LAPIZ OJOS NEGRO ABSOLUTO,F-3-2,12
907,2018-02-01,DELINEADOR PUNTA PINCEL NEGRO,F-6-2,6
908,2018-02-01,ULTRA DEFINITION  DELINEADOR LIQUIDO PLUMON NEGRO,F-4-2,9
909,2018-02-01,UNIQUE WOMAN INFINITY EAU PARFUM,B-4-1,1
910,2018-02-01,UNIQUECIL RIMEL EXTRA XL NEGRO (A/P),F-5-2,4
911,2018-02-01,UNIQUECIL RIMEL NEGRO,F-5-2,8
912,2018-02-01,JAQUE DESODORANTE,C-3-2,2
913,2018-02-01,ULTRA DEFINITION DELINEADOR LABIOS TOFFEE IMPERIAL,F-5-1,11
914,2018-02-01,ULTRA DEFINITION DELINEADOR LAPIZ MARRON,F-3-2,9
915,2018-02-01,LABIAL 3D DIMENTION CONSENTIDA POR TUS BESOS,G-4-2,3
916,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO FEMME ROSE,G-2-3,2
917,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROJO DEL OESTE,G-4-3,2
918,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO PURO SENTIMIENTO,G-2-3,3
919,2018-02-01,EAU VITALE LAVANDA COLONIA A/P,F-5-1,5
920,2018-02-01,LABIAL 3D DIMENTION ALMENDRA,G-4-2,2
921,2018-02-01,TOTALIST CONCHA DE NACAR CREMA ROSTRO,D-6-2,1
922,2018-02-01,OHM COLOGNE SPRAY,C-3-1,1
923,2018-02-01,UNIQUE WOMAN EAU DE PARFUM,B-4-1,1
924,2018-02-01,ULTRA DEF DEL LARGA DURACION OJOS MARRON,F-3-2,1
925,2018-02-01,PULSERA FELICITY RWIST,I-4-1,1
926,2018-02-01,ARETES MIAMI CIELO,A-5-1,1
927,2018-02-01,UNIQUECIL RIMEL NEGRO,F-5-2,2
928,2018-02-01,LABIAL 3D DIMENTION CONSENTIDA POR TUS BESOS,G-4-2,3
929,2018-02-01, HYDRA-LIP LABIAL COLOR INTENSO FEMME ROSE,G-2-3,2
930,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO  ROJO DEL OESTE,G-4-3,2
931,2018-02-01,HYDRA LIP LABIAL COLOR INTENSO PURO SENTIMIENTO,G-2-3,3
932,2018-02-01,EAU VITALE LAVANDA COLONIA A/P,F-5-1,5
933,2018-02-01,LABIAL 3D DIMENTION ALMENDRA,G-4-2,2
934,2018-02-01,TOTALIST CONCHA DE NACAR CREMA ROSTRO,D-6-2,1
935,2018-02-01,OHM COLOGNE SPRAY,C-3-1,1
936,2018-02-01,UNIQUE WOMAN EAU DE PARFUM,B-4-1,1
937,2018-02-01,ULTRA DEF DEL LARGA DURACION OJOS MARRON,F-3-2,1
938,2018-02-01,PULSERA FELICITY RWIST,I-4-1,1
939,2018-02-01,ARETES MIAMI CIELO,A-5-1,1
940,2018-02-01,ARETES TATIANNE,A-7-1,1
941,2018-02-01,SET ARETES LEONICA,A-8-1,2
942,2018-02-01,ARETES MEDITTERANEO,A-5-1,1
943,2018-02-01,ARETES BRONZ ROJO,A-3-1,1
944,2018-02-01,ARETES CLARO Y LUNA,A-3-1,1
945,2018-02-01,ARETES STELLA,A-7-1,1
946,2018-02-01,COLECCIÓN DECO COLOR,A-5-2,1
947,2018-02-01,SET ARETES OPULENCIA,A-3-2,1
948,2018-02-01,ARETES PRIDA,A-6-1,1
949,2018-02-01,SET ARETES MARIELLE,A-8-1,2
950,2018-02-01,COLECCIÓN BELLO ZAFIRO,A-4-2,1
951,2018-02-01,SET ARETES NEO CHIC,A-3-2,2
952,2018-02-01,COLECCIÓN GLITZY ROSE,A-5-2,1
953,2018-02-01,COLECCIÓN DASH,A-5-2,1
954,2018-02-01,SET ARETES RONDITA,A-3-2,1
955,2018-02-01,SET ARETES GLAM CRISTAL,A-8-1,1
956,2018-02-01,COLLAR URBAN EXPRESS,A-8-2,2
957,2018-02-01,PULSERA AMORE TWIST,I-3-1,1
958,2018-02-01,ARETES RUBI HIT,A-6-1,1
959,2018-02-01,SET ARETES SORRENTO J13448,A-3-2,1
960,2018-02-01,COLECCIÓN SEXY GLAM,A-6-2,1
961,2018-02-01,ARETES FANTAZZI,A-8-1,2
962,2018-02-01,ARETES TU AMOR,A-7-1,1
963,2018-02-01,ARETES PERLAS DE MUJER,A-6-1,1
964,2018-02-01,SET ARETES ESTRELLA GLITZ,A-8-1,2
965,2018-02-01,PULSERA FELICITY RWIST,I-4-1,1
966,2018-02-01,ARETES MIAMI CIELO,A-5-1,1
967,2018-02-01,ARETES TATIANNE,A-7-1,1
968,2018-02-01,SET ARETES LEONICA,A-8-1,2
969,2018-02-01,ARETES MEDITTERANEO,A-5-1,1
970,2018-02-01,ARETES BRONZ ROJO,A-3-1,1
971,2018-02-01,ARETES CLARO Y LUNA,A-3-1,1
972,2018-02-01,ARETES STELLA,A-7-1,1
973,2018-02-01,COLECCIÓN DECO COLOR,A-5-2,1
974,2018-02-01,SET ARETES OPULENCIA,A-3-2,1
975,2018-02-01,ARETES PRIDA,A-6-1,1
976,2018-02-01,SET ARETES MARIELLE,A-8-1,2
977,2018-02-01,COLECCIÓN BELLO ZAFIRO,A-4-2,1
978,2018-02-01,SET ARETES NEO CHIC,A-3-2,2
979,2018-02-01,COLECCIÓN GLITZY ROSE,A-5-2,1
980,2018-02-01,COLECCIÓN DASH,A-5-2,1
981,2018-02-01,SET ARETES RONDITA,A-3-2,1
982,2018-02-01,SET ARETES GLAM CRISTAL,A-8-1,1
983,2018-02-01,COLLAR URBAN EXPRESS,A-8-2,2
984,2018-02-01,PULSERA AMORE TWIST,I-3-1,1
985,2018-02-01,ARETES RUBI HIT,A-6-1,1
986,2018-02-01,SET ARETES SORRENTO J13448,A-3-2,1
987,2018-02-01,COLECCIÓN SEXY GLAM,A-6-2,1
988,2018-02-01,ARETES FANTAZZI,A-8-1,2
989,2018-02-01,ARETES TU AMOR,A-7-1,1
990,2018-02-01,ARETES PERLAS DE MUJER,A-6-1,1
991,2018-02-01,SET ARETES ESTRELLA GLITZ,A-8-1,2
992,2018-02-01,ARETES CRISTAL,A-3-1,1
993,2018-02-01,ARETES SUEÑOS DE CONQUISTA,A-7-1,1
994,2018-02-01,ARETES ROYALTI PERLA,A-6-1,2
995,2018-02-01,ARETES ROMANIA,A-6-1,2
996,2018-02-01,SET ARETES PLATA Y RUBI J11350,A-3-2,1
997,2018-02-01,ARETES PERLAS ELISSE AJ13851,A-6-1,1
998,2018-02-01,ARETES CRISTAL RETRO AJ14048,A-3-1,1
999,2018-02-01,SET ARETES FORZ,A-8-1,1
1000,2018-02-01,ARETES ZIEM DORE,A-7-1,1
1001,2018-02-01,ARETES OCEANIC,A-6-1,1
1002,2018-02-01,ARETES PRIDA,A-6-1,1
1003,2018-02-01,SET ARETES MARIELLE,A-8-1,2
1004,2018-02-01,COLECCIÓN BELLO ZAFIRO,A-4-2,1
1005,2018-02-01,SET ARETES NEO CHIC,A-3-2,2
1006,2018-02-01,COLECCIÓN GLITZY ROSE,A-5-2,1
1007,2018-02-01,COLECCIÓN DASH,A-5-2,1
1008,2018-02-01,SET ARETES RONDITA,A-3-2,1
1009,2018-02-01,SET ARETES GLAM CRISTAL,A-8-1,1
1010,2018-02-01,COLLAR URBAN EXPRESS,A-8-2,2
1011,2018-02-01,PULSERA AMORE TWIST,I-3-1,1
1012,2018-02-01,ARETES RUBI HIT,A-6-1,1
1013,2018-02-01,SET ARETES SORRENTO J13448,A-3-2,1
1014,2018-02-01,COLECCIÓN SEXY GLAM,A-6-2,1
1015,2018-02-01,ARETES FANTAZZI,A-8-1,2
1016,2018-02-01,ARETES TU AMOR,A-7-1,1
1017,2018-02-01,ARETES PERLAS DE MUJER,A-6-1,1
1018,2018-02-01,SET ARETES ESTRELLA GLITZ,A-8-1,2
1019,2018-02-01,ARETES CRISTAL,A-3-1,1
1020,2018-02-01,ARETES SUEÑOS DE CONQUISTA,A-7-1,1
1021,2018-02-01,ARETES ROYALTI PERLA,A-6-1,2
1022,2018-02-01,ARETES ROMANIA,A-6-1,2
